duration,endedAt,performanceData.ValueMap,performanceData.accTotal,performanceData.killTotal,performanceData.killsPerSec,performanceData.rtB0,performanceData.rtB1,performanceData.rtB2,performanceData.rtB3,performanceData.rtB4,performanceData.rtB5,performanceData.rtB6,performanceData.rtB7,performanceData.rtTotal,performanceData.shotsTotal,performanceData.targetsTotal,playDuration,score
60.0,1762777594525,accTotal|rtTotal|targetsTotal|shotsTotal|killsPerSec|killTotal,94.73685,72,1.20194411,816.5308227539062,835.6028594970703,849.9218314034598,769.0951029459635,857.4625610351562,757.2914810180664,761.6248224431818,834.9642082663144,814.8167649360553,76,74,59936.0,18774.0
