index,value_x,value_y,weight_x,weight_y,weight_mode
0,-19.625232696533203,-19.625232696533203,661.0300903320312,661.0300903320312,0
1,-8.444549560546875,-8.444549560546875,267.5323181152344,267.5323181152344,0
2,-2.682490587234497,-2.682490587234497,118.93959045410156,118.93959045410156,0
3,-8.124792098999023,-8.124792098999023,350.1258850097656,350.1258850097656,0
4,-20.646793365478516,-20.646793365478516,676.5178833007812,676.5178833007812,0
5,-8.221853256225586,-8.221853256225586,207.1656494140625,207.1656494140625,0
6,-3.8049697875976562,-3.8049697875976562,112.74219512939453,112.74219512939453,0
7,-20.602529525756836,-20.602529525756836,319.9466857910156,319.9466857910156,0
